ano,id_municipio,runoff,winner_turno1,winner_turno2,totalvotes_turno1,totalvotes_turno2,margin_turno1,margin_turno2,incumbant,term_limited_seat
2016,2408300,0.0,200000003371,,21632.0,0.0,785.0,0.0,0.0,0.0
2016,2408409,0.0,200000009314,,3873.0,0.0,13.0,0.0,0.0,0.0
2016,2408508,0.0,200000005899,,3695.0,0.0,929.0,0.0,0.0,0.0
2016,2408607,0.0,200000005307,,3134.0,0.0,58.0,0.0,0.0,0.0
2016,2408706,0.0,200000004643,,3965.0,0.0,81.0,0.0,0.0,0.0
2016,2408805,0.0,200000002115,,3429.0,0.0,98.0,0.0,0.0,0.0
2016,2408904,0.0,200000009346,,14250.0,0.0,158.0,0.0,0.0,1.0
2016,2408953,0.0,200000004821,,9196.0,0.0,1372.0,0.0,0.0,0.0
2016,2409100,0.0,200000006840,,7479.0,0.0,233.0,0.0,0.0,1.0
2016,2409209,0.0,200000002537,,3125.0,0.0,1148.0,0.0,0.0,0.0
2016,2409308,0.0,200000001042,,8101.0,0.0,229.0,0.0,0.0,0.0
2016,2409332,0.0,200000003135,,3965.0,0.0,301.0,0.0,0.0,0.0
2016,2409407,0.0,200000005933,,16817.0,0.0,387.0,0.0,0.0,0.0
2016,2409506,0.0,200000009658,,3444.0,0.0,546.0,0.0,0.0,1.0
2016,2409605,0.0,200000003190,,3030.0,0.0,310.0,0.0,0.0,0.0
2016,2409704,0.0,200000000677,,6089.0,0.0,25.0,0.0,0.0,0.0
2016,2409803,0.0,200000002300,,9451.0,0.0,1611.0,0.0,0.0,0.0
2016,2409902,0.0,200000004378,,9025.0,0.0,104.0,0.0,0.0,1.0
2016,2410009,0.0,200000006765,,3116.0,0.0,180.0,0.0,0.0,1.0
2016,2410108,0.0,200000003636,,9028.0,0.0,654.0,0.0,0.0,1.0
2016,2410207,0.0,200000005095,,5100.0,0.0,884.0,0.0,0.0,0.0
2016,2410256,0.0,200000001685,,3979.0,0.0,418.0,0.0,0.0,1.0
2016,2410306,0.0,200000005593,,6108.0,0.0,1528.0,0.0,0.0,0.0
2016,2410405,0.0,200000007333,,6177.0,0.0,488.0,0.0,0.0,0.0
2016,2410504,0.0,200000001502,,3869.0,0.0,125.0,0.0,0.0,0.0
2016,2410603,0.0,200000005723,,3433.0,0.0,91.0,0.0,0.0,1.0
2016,2410702,0.0,200000006620,,2572.0,0.0,294.0,0.0,0.0,0.0
2016,2410801,0.0,200000007377,,2850.0,0.0,294.0,0.0,0.0,0.0
2016,2410900,0.0,200000001088,,5490.0,0.0,338.0,0.0,0.0,0.0
2016,2411007,0.0,200000002391,,3840.0,0.0,113.0,0.0,0.0,0.0
2016,2411056,0.0,200000001264,,4090.0,0.0,428.0,0.0,0.0,0.0
